時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
083831,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
084928,3.094NM,3.06NM,2.927NM,3.073NM,3.129NM,3.174NM,3.228NM,3.167NM,0NM,0NM,
085001,3.067NM,3.1NM,2.977NM,3.06NM,3.05NM,3.167NM,3.184NM,3.197NM,0NM,0NM,
085032,3.088NM,3.041NM,2.941NM,3.065NM,3.107NM,0NM,3.232NM,3.188NM,0NM,0NM,
085108,3.09NM,3.052NM,2.969NM,3.06NM,3.092NM,3.257NM,3.178NM,3.239NM,0NM,0NM,
085153,3.125NM,3.098NM,2.922NM,3.054NM,3.161NM,3.203NM,3.268NM,3.148NM,0NM,0NM,
085250,3.021NM,3.075NM,2.88NM,3.104NM,3.044NM,3.216NM,3.171NM,3.188NM,0NM,0NM,
085321,3.077NM,3.083NM,2.939NM,3.081NM,3.136NM,3.205NM,3.178NM,3.194NM,0NM,0NM,
085346,3.1NM,3.14NM,2.97NM,3.1NM,3.075NM,3.19NM,3.178NM,3.188NM,0NM,0NM,
090040,3.123NM,3.073NM,3.002NM,3.111NM,3.092NM,3.172NM,3.174NM,3.18NM,0NM,0NM,
090111,3.073NM,3.106NM,2.903NM,3.046NM,3.077NM,3.226NM,3.194NM,3.18NM,0NM,0NM,
090139,3.081NM,3.079NM,2.99NM,3.083NM,3.094NM,3.247NM,3.192NM,3.224NM,0NM,0NM,
090202,3.052NM,3.096NM,2.913NM,3.044NM,3.018NM,3.159NM,3.216NM,3.209NM,0NM,0NM,
090445,3.073NM,3.058NM,2.937NM,3.071NM,3.117NM,3.134NM,3.188NM,3.188NM,0NM,0NM,
090517,3.058NM,3.102NM,2.944NM,3.027NM,3.083NM,3.197NM,3.186NM,3.186NM,0NM,0NM,
090552,3.123NM,3.067NM,2.953NM,3.125NM,3.079NM,3.172NM,3.165NM,3.161NM,0NM,0NM,
090614,3.098NM,3.092NM,2.929NM,3.069NM,3.09NM,3.159NM,3.165NM,3.184NM,0NM,0NM,
090903,0NM,3.058NM,2.946NM,3.077NM,3.134NM,3.224NM,3.232NM,3.19NM,0NM,0NM,
090949,3.037NM,3.054NM,2.922NM,3.056NM,3.083NM,3.195NM,3.153NM,3.197NM,0NM,0NM,
091018,3.086NM,3.079NM,2.937NM,3.088NM,3.109NM,3.142NM,3.218NM,3.222NM,0NM,0NM,
092636,3.077NM,3.096NM,2.904NM,3.065NM,3.094NM,0NM,3.201NM,3.209NM,0NM,0NM,
092701,3.1NM,3.056NM,2.944NM,3.092NM,3.106NM,3.209NM,3.18NM,3.18NM,0NM,0NM,
092803,3.104NM,3.088NM,2.923NM,3.071NM,3.041NM,3.195NM,3.163NM,3.161NM,0NM,0NM,
092853,0NM,3.06NM,0NM,3.086NM,3.146NM,3.22NM,0NM,3.18NM,0NM,0NM,
093036,3.092NM,3.085NM,2.953NM,3.119NM,3.067NM,0NM,3.19NM,3.241NM,0NM,0NM,
093404,3.086NM,3.107NM,2.965NM,3.054NM,3.081NM,3.192NM,3.205NM,3.209NM,0NM,0NM,
093438,3.1NM,3.029NM,2.967NM,3.064NM,3.075NM,3.14NM,3.203NM,3.163NM,0NM,0NM,
093507,3.069NM,3.136NM,2.925NM,3.065NM,3.09NM,3.205NM,3.226NM,3.18NM,0NM,0NM,
093537,3.104NM,3.044NM,2.953NM,3.123NM,3.056NM,3.194NM,3.161NM,3.186NM,0NM,0NM,
093608,3.107NM,3.117NM,2.976NM,3.092NM,3.081NM,3.171NM,3.213NM,3.226NM,0NM,0NM,
093929,3.075NM,3.1NM,2.91NM,3.104NM,3.096NM,3.182NM,3.268NM,3.182NM,0NM,0NM,
094011,3.142NM,3.073NM,0NM,3.046NM,3.079NM,3.222NM,3.195NM,3.129NM,0NM,0NM,
094030,3.037NM,3.102NM,2.918NM,3.077NM,3.071NM,3.163NM,3.201NM,3.184NM,0NM,0NM,
094133,3.085NM,3.086NM,2.918NM,3.102NM,3.071NM,3.169NM,3.216NM,3.157NM,0NM,0NM,
094214,3.075NM,3.021NM,2.913NM,3.083NM,3.144NM,3.153NM,3.159NM,3.176NM,0NM,0NM,
094242,3.092NM,3.088NM,2.956NM,3.094NM,3.064NM,3.192NM,3.209NM,3.207NM,0NM,0NM,
094313,3.085NM,3.088NM,2.916NM,3.073NM,3.102NM,3.174NM,3.165NM,3.178NM,0NM,0NM,
094652,3.094NM,3.056NM,2.986NM,3.067NM,3.083NM,3.192NM,3.205NM,3.159NM,0NM,0NM,
094723,3.085NM,3.104NM,2.943NM,3.048NM,3.064NM,3.276NM,3.163NM,3.174NM,0NM,0NM,
094752,3.119NM,3.079NM,2.996NM,3.067NM,3.086NM,0NM,3.155NM,3.201NM,0NM,0NM,
094825,3.052NM,3.094NM,2.958NM,3.05NM,3.041NM,3.264NM,3.188NM,3.174NM,0NM,0NM,
095056,3.092NM,3.044NM,2.866NM,3.119NM,3.075NM,3.176NM,3.232NM,3.182NM,0NM,0NM,
095128,3.083NM,3.079NM,2.922NM,3.113NM,3.085NM,3.23NM,3.186NM,3.188NM,0NM,0NM,
095157,3.077NM,3.065NM,2.927NM,3.079NM,3.069NM,3.165NM,3.148NM,3.151NM,0NM,0NM,
095223,3.115NM,3.071NM,2.885NM,3.094NM,3.05NM,3.203NM,3.144NM,3.186NM,0NM,0NM,
095355,3.092NM,3.05NM,2.932NM,3.064NM,3.117NM,3.197NM,3.216NM,3.205NM,0NM,0NM,
095417,3.079NM,3.081NM,2.943NM,3.052NM,3.127NM,3.234NM,3.119NM,3.176NM,0NM,0NM,
095440,3.052NM,3.073NM,2.956NM,3.113NM,3.104NM,3.239NM,3.176NM,3.226NM,0NM,0NM,
095511,3.075NM,3.054NM,2.929NM,3.106NM,3.096NM,3.241NM,3.18NM,3.18NM,0NM,0NM,
095539,3.127NM,3.044NM,2.955NM,3.106NM,3.079NM,3.239NM,3.195NM,3.171NM,0NM,0NM,
095625,3.102NM,3.067NM,2.923NM,3.106NM,3.107NM,3.243NM,3.157NM,3.184NM,0NM,0NM,
095702,3.106NM,3.06NM,2.948NM,3.098NM,3.098NM,3.178NM,3.186NM,3.169NM,0NM,0NM,
095807,3.05NM,3.123NM,2.916NM,3.094NM,3.125NM,3.207NM,3.19NM,3.146NM,0NM,0NM,
095837,3.031NM,3.1NM,2.95NM,3.054NM,3.065NM,3.236NM,3.243NM,3.167NM,0NM,0NM,
095901,3.052NM,3.104NM,2.885NM,3.065NM,3.064NM,3.178NM,3.165NM,3.209NM,0NM,0NM,
095926,3.046NM,3.125NM,2.972NM,3.05NM,3.062NM,3.226NM,3.188NM,3.215NM,0NM,0NM,
095949,3.075NM,3.073NM,2.934NM,3.077NM,3.151NM,3.19NM,3.138NM,3.174NM,0NM,0NM,
100017,3.102NM,3.096NM,2.911NM,3.048NM,3.119NM,3.163NM,3.184NM,3.211NM,0NM,0NM,
100044,3.079NM,3.043NM,2.911NM,3.043NM,3.117NM,3.201NM,3.203NM,3.174NM,0NM,0NM,
100111,3.069NM,3.083NM,2.941NM,3.077NM,3.086NM,3.163NM,3.243NM,3.176NM,0NM,0NM,
100136,3.092NM,3.054NM,2.941NM,3.115NM,3.115NM,3.199NM,3.159NM,3.172NM,0NM,0NM,
100224,3.064NM,3.056NM,2.88NM,3.062NM,3.088NM,3.174NM,3.195NM,3.172NM,0NM,0NM,
100249,3.067NM,3.088NM,2.901NM,3.054NM,3.065NM,3.236NM,3.18NM,3.23NM,0NM,0NM,
100318,3.086NM,3.083NM,2.904NM,3.115NM,3.06NM,3.171NM,3.19NM,3.127NM,0NM,0NM,
100345,3.102NM,3.073NM,2.922NM,3.027NM,3.069NM,3.188NM,3.216NM,3.222NM,0NM,0NM,
100426,3.065NM,3.098NM,2.897NM,3.1NM,3.085NM,3.167NM,3.178NM,3.146NM,0NM,0NM,
100454,3.071NM,3.081NM,2.983NM,3.092NM,3.13NM,3.169NM,3.171NM,3.203NM,0NM,0NM,
100519,3.119NM,3.109NM,2.958NM,3.081NM,3.115NM,3.14NM,3.163NM,3.146NM,0NM,0NM,
100558,3.086NM,3.092NM,2.965NM,3.109NM,3.098NM,0NM,3.176NM,3.163NM,0NM,0NM,
100627,3.113NM,3.048NM,2.89NM,3.069NM,3.046NM,3.172NM,3.159NM,3.22NM,0NM,0NM,
100732,3.085NM,3.069NM,2.93NM,3.064NM,3.136NM,3.136NM,3.169NM,3.209NM,0NM,0NM,
100755,3.083NM,3.088NM,2.958NM,3.052NM,3.109NM,3.194NM,3.165NM,3.201NM,0NM,0NM,
100824,3.086NM,3.096NM,2.878NM,3.058NM,3.085NM,3.218NM,3.165NM,3.182NM,0NM,0NM,
100906,3.09NM,3.039NM,2.939NM,3.086NM,3.044NM,3.211NM,3.159NM,3.197NM,0NM,0NM,
100932,3.129NM,3.064NM,2.948NM,3.062NM,3.09NM,3.213NM,3.182NM,3.161NM,0NM,0NM,
100958,3.083NM,3.071NM,2.918NM,3.035NM,3.079NM,3.239NM,3.22NM,3.192NM,0NM,0NM,
101022,3.088NM,3.044NM,2.929NM,3.067NM,3.151NM,3.216NM,3.251NM,3.203NM,0NM,0NM,
101106,3.104NM,3.075NM,2.946NM,3.062NM,3.067NM,3.203NM,3.184NM,3.192NM,0NM,0NM,
101134,3.083NM,3.077NM,2.944NM,3.092NM,3.092NM,3.184NM,3.155NM,3.165NM,0NM,0NM,
101202,3.067NM,3.111NM,2.948NM,3.098NM,3.083NM,3.26NM,3.194NM,3.157NM,0NM,0NM,
101230,3.085NM,3.096NM,2.967NM,3.077NM,3.088NM,3.192NM,3.23NM,3.188NM,0NM,0NM,
101315,3.077NM,3.085NM,2.903NM,3.094NM,3.085NM,3.197NM,3.18NM,3.215NM,0NM,0NM,
101342,3.083NM,3.111NM,2.916NM,3.107NM,3.134NM,3.153NM,3.157NM,3.195NM,0NM,0NM,
101600,3.067NM,3.083NM,2.962NM,3.079NM,3.064NM,3.157NM,3.167NM,3.136NM,0NM,0NM,
101627,3.071NM,3.065NM,2.925NM,3.111NM,3.117NM,3.186NM,3.176NM,3.186NM,0NM,0NM,
101700,3.086NM,3.023NM,2.918NM,3.041NM,3.106NM,3.228NM,3.167NM,3.18NM,0NM,0NM,
101728,3.094NM,3.1NM,2.897NM,3.098NM,3.09NM,3.184NM,3.169NM,3.188NM,0NM,0NM,
101813,3.085NM,3.098NM,2.908NM,3.098NM,3.13NM,3.172NM,3.218NM,3.203NM,0NM,0NM,
101852,3.086NM,3.086NM,2.96NM,3.073NM,3.134NM,3.205NM,3.171NM,3.171NM,0NM,0NM,
