時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
153645,3.046NM,3.023NM,2.941NM,3.033NM,3.073NM,3.033NM,3.044NM,3.029NM,3.092NM,3.069NM,
153822,3.035NM,3.077NM,2.934NM,3.033NM,3.029NM,3.094NM,3.05NM,3.058NM,3.14NM,3.031NM,
153958,3.046NM,3.02NM,2.962NM,3.021NM,3.029NM,3.079NM,3.077NM,3.067NM,3.012NM,3.012NM,
154117,3.029NM,3.062NM,2.936NM,3.088NM,3.073NM,3.037NM,3.073NM,3.046NM,3.127NM,3.02NM,
154253,3.039NM,3.027NM,2.974NM,3.004NM,3.044NM,3.052NM,3.06NM,3.021NM,3.031NM,0NM,
164307,3.002NM,2.972NM,2.918NM,3.012NM,3.048NM,3.002NM,3NM,3.06NM,3.069NM,2.987NM,
164600,2.976NM,3.039NM,2.885NM,2.987NM,3.054NM,3.069NM,3.037NM,3.031NM,3.09NM,3.01NM,
164723,3.01NM,3.064NM,2.922NM,3.062NM,3.05NM,3.075NM,3.09NM,3.046NM,3.1NM,3.035NM,
164754,3.085NM,3.016NM,2.93NM,3.064NM,3.023NM,3.018NM,3.01NM,3.006NM,3.065NM,3.069NM,
165008,3.014NM,3.043NM,2.899NM,3.069NM,3.048NM,3.052NM,3.016NM,3.037NM,3.041NM,3.079NM,
165031,2.997NM,3.014NM,2.939NM,3.052NM,3.094NM,3.094NM,3.062NM,3.048NM,2.981NM,3.008NM,
