時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
085353,3.02NM,3.016NM,2.897NM,2.985NM,3.044NM,3.178NM,3.148NM,3.129NM,0NM,0NM,
085426,3.037NM,2.989NM,2.873NM,3.043NM,3.025NM,3.13NM,3.167NM,3.161NM,0NM,0NM,
085501,3.029NM,3.006NM,2.918NM,3.021NM,3.037NM,3.1NM,3.113NM,3.106NM,0NM,0NM,
085531,3.023NM,3.02NM,2.908NM,3.05NM,3.006NM,3.071NM,3.109NM,3.107NM,0NM,0NM,
085602,3.05NM,3.054NM,2.896NM,3.037NM,3.004NM,3.138NM,3.194NM,3.132NM,0NM,0NM,
085700,3.031NM,3.048NM,2.882NM,3.054NM,3.086NM,3.1NM,3.22NM,3.142NM,0NM,0NM,
085721,3.065NM,2.985NM,2.88NM,3.002NM,3.012NM,3.142NM,3.075NM,3.134NM,0NM,0NM,
085744,0.002NM,3.004NM,2.911NM,2.997NM,3.012NM,3.1NM,3.085NM,3.195NM,0NM,0NM,
085839,3.079NM,3.023NM,2.929NM,2.989NM,2.981NM,3.127NM,3.125NM,3.123NM,0NM,0NM,
085907,3.056NM,3.033NM,2.882NM,2.997NM,3.012NM,3.14NM,3.088NM,3.104NM,0NM,0NM,
085928,3.043NM,2.991NM,2.889NM,3.02NM,3.025NM,3.094NM,3.102NM,3.121NM,0NM,0NM,
085949,3.006NM,3.046NM,2.899NM,3.018NM,3.01NM,3.071NM,3.151NM,3.113NM,0NM,0NM,
090020,3.012NM,3.05NM,2.941NM,3.006NM,2.987NM,3.085NM,3.081NM,3.125NM,0NM,0NM,
090044,3.031NM,3NM,2.894NM,3.065NM,3.056NM,3.079NM,3.113NM,3.106NM,0NM,0NM,
090107,3.008NM,2.976NM,2.901NM,3.018NM,3.016NM,3.119NM,3.169NM,3.15NM,0NM,0NM,
090126,3.035NM,2.987NM,2.941NM,3.067NM,3.029NM,3.086NM,3.1NM,3.134NM,0NM,0NM,
090151,3.012NM,3.037NM,2.92NM,2.979NM,3.018NM,3.121NM,3.1NM,3.14NM,0NM,0NM,
090211,3.031NM,2.958NM,2.883NM,3.062NM,3.054NM,3.117NM,3.117NM,3.14NM,0NM,0NM,
090232,2.993NM,3.054NM,2.92NM,3.006NM,3.029NM,3.083NM,3.043NM,3.132NM,0NM,0NM,
090252,0.002NM,3.035NM,2.93NM,3NM,3.012NM,3.142NM,3.125NM,3.123NM,0NM,0NM,
090315,2.978NM,3.008NM,2.969NM,3.014NM,3.033NM,3.151NM,3.117NM,3.129NM,0NM,0NM,
090644,3.033NM,2.997NM,2.977NM,0NM,3.033NM,3.205NM,3.119NM,3.136NM,0NM,0NM,
