時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
110510,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
110527,3.31NM,3.343NM,3.329NM,3.323NM,3.333NM,3.302NM,3.354NM,3.299NM,0NM,0NM,
110605,3.364NM,3.302NM,3.333NM,3.287NM,3.371NM,3.308NM,3.306NM,3.354NM,0NM,0NM,
110717,3.295NM,3.316NM,3.329NM,3.251NM,3.341NM,3.299NM,3.323NM,3.323NM,0NM,0NM,
110758,0NM,3.331NM,3.383NM,3.345NM,3.302NM,3.371NM,3.322NM,3.369NM,0NM,0NM,
111157,3.31NM,3.388NM,0NM,3.335NM,3.339NM,3.367NM,3.352NM,3.302NM,0NM,0NM,
111655,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
111731,3.297NM,3.299NM,0NM,3.323NM,3.371NM,3.293NM,3.358NM,3.327NM,0NM,0NM,
111947,3.314NM,3.373NM,3.367NM,3.331NM,3.278NM,3.333NM,3.35NM,3.276NM,0NM,0NM,
112000,3.327NM,3.302NM,3.364NM,3.306NM,3.388NM,3.39NM,3.333NM,3.335NM,0NM,0NM,
112037,3.356NM,3.322NM,3.411NM,3.345NM,3.337NM,3.383NM,3.375NM,3.274NM,0NM,0NM,
