時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
083623,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
085639,3.085NM,3.044NM,2.974NM,2.981NM,3.1NM,3.104NM,3.159NM,3.132NM,0NM,0NM,
085726,3.067NM,3.039NM,2.939NM,3.006NM,3.127NM,3.123NM,3.169NM,3.106NM,0NM,0NM,
085749,2.989NM,3.014NM,2.95NM,2.995NM,3.075NM,3.09NM,3.075NM,3.132NM,0NM,0NM,
085812,3.041NM,3.046NM,2.932NM,2.991NM,3.071NM,3.144NM,3.077NM,3.106NM,0NM,0NM,
085857,3.062NM,3.027NM,2.922NM,2.995NM,3.1NM,3.134NM,3.142NM,3.109NM,0NM,0NM,
085931,2.993NM,3.018NM,2.899NM,2.993NM,3.092NM,3.106NM,3.132NM,3.117NM,0NM,0NM,
090009,3.075NM,3.014NM,2.918NM,3.067NM,3.106NM,3.15NM,3.067NM,3.106NM,0NM,0NM,
090042,2.995NM,2.997NM,2.864NM,2.985NM,3.098NM,3.165NM,3.109NM,3.075NM,0NM,0NM,
102645,3.031NM,3.067NM,2.92NM,3.002NM,3.102NM,3.119NM,3.157NM,3.132NM,0NM,0NM,
110935,2.999NM,3.081NM,2.882NM,0NM,3.14NM,3.083NM,3.088NM,3.132NM,0NM,0NM,
114401,2.989NM,0NM,2.962NM,2.974NM,3.132NM,3.207NM,3.159NM,3.107NM,0NM,0NM,
114433,2.989NM,3.056NM,2.901NM,2.997NM,3.102NM,3.071NM,3.09NM,3.167NM,0NM,0NM,
114456,3.048NM,3.052NM,2.969NM,3.048NM,3.184NM,3.123NM,3.161NM,3.134NM,0NM,0NM,
114520,3.064NM,3.031NM,2.925NM,3.035NM,3.129NM,3.178NM,3.106NM,3.104NM,0NM,0NM,
114539,3.046NM,3.071NM,2.934NM,3.037NM,3.144NM,3.14NM,3.121NM,3.121NM,0NM,0NM,
114558,3.002NM,3.023NM,2.939NM,3.004NM,3.197NM,3.169NM,3.125NM,3.136NM,0NM,0NM,
114638,3.05NM,2.987NM,3.003NM,3.02NM,3.115NM,3.121NM,3.107NM,3.113NM,0NM,0NM,
114704,3.014NM,2.999NM,2.87NM,2.987NM,3.146NM,3.104NM,3.144NM,3.104NM,0NM,0NM,
114723,3.029NM,2.999NM,2.904NM,2.972NM,3.083NM,3.075NM,3.148NM,3.174NM,0NM,0NM,
114743,3.085NM,3.023NM,2.882NM,3.004NM,3.073NM,3.127NM,3.117NM,3.138NM,0NM,0NM,
114822,3.054NM,3.002NM,2.89NM,3.079NM,3.119NM,3.138NM,3.075NM,3.123NM,0NM,0NM,
114843,2.999NM,2.974NM,2.916NM,3.008NM,3.155NM,3.077NM,3.111NM,3.146NM,0NM,0NM,
114903,3.043NM,2.972NM,2.908NM,3.014NM,3.142NM,3.14NM,3.104NM,3.113NM,0NM,0NM,
114942,3.021NM,3.035NM,2.901NM,3.027NM,3.203NM,3.129NM,3.172NM,3.144NM,0NM,0NM,
115003,3.016NM,3.031NM,2.937NM,2.985NM,3.083NM,3.083NM,3.138NM,3.09NM,0NM,0NM,
115041,0NM,2.985NM,2.901NM,2.968NM,3.109NM,3.14NM,3.106NM,3.132NM,0NM,0NM,
