時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
084319,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
084357,3.039NM,3.027NM,2.906NM,2.993NM,3.079NM,3.088NM,3.13NM,3.129NM,0NM,0NM,
084424,3.004NM,2.991NM,2.876NM,2.974NM,3.104NM,3.079NM,3.132NM,3.132NM,0NM,0NM,
084457,3.018NM,3.014NM,2.892NM,3.027NM,3.167NM,3.136NM,3.216NM,3.121NM,0NM,0NM,
084518,3.039NM,3.025NM,2.882NM,3.033NM,3.182NM,3.144NM,3.092NM,3.142NM,0NM,0NM,
084538,3.05NM,3.029NM,2.913NM,3.021NM,3.121NM,3.086NM,3.104NM,3.111NM,0NM,0NM,
084839,3.006NM,3NM,2.993NM,3.008NM,3.079NM,3.123NM,3.102NM,3.129NM,0NM,0NM,
084857,3.014NM,3.002NM,2.889NM,3.065NM,3.184NM,3.132NM,3.14NM,3.107NM,0NM,0NM,
084918,3.062NM,2.97NM,2.857NM,3.016NM,3.111NM,3.073NM,3.15NM,3.119NM,0NM,0NM,
084940,3.012NM,2.999NM,2.892NM,3.069NM,3.085NM,3.148NM,3.119NM,3.117NM,0NM,0NM,
085015,3NM,2.995NM,2.998NM,3.035NM,3.13NM,3.134NM,3.102NM,3.155NM,0NM,0NM,
085327,3.043NM,2.983NM,2.887NM,3.002NM,3.18NM,3.119NM,3.182NM,3.161NM,0NM,0NM,
085352,2.972NM,2.985NM,2.903NM,2.999NM,3.111NM,3.109NM,3.086NM,3.127NM,0NM,0NM,
085459,3.041NM,3.01NM,2.901NM,3.002NM,3.1NM,3.201NM,3.18NM,3.09NM,0NM,0NM,
085529,3.071NM,3.027NM,2.889NM,2.999NM,3.098NM,3.106NM,3.115NM,3.109NM,0NM,0NM,
085555,2.983NM,3.012NM,2.863NM,3.037NM,3.125NM,3.115NM,3.113NM,3.125NM,0NM,0NM,
085617,3.021NM,2.993NM,2.956NM,3.023NM,3.127NM,3.13NM,3.1NM,3.073NM,0NM,0NM,
085640,3.067NM,3.037NM,2.897NM,3.044NM,3.094NM,3.167NM,3.125NM,3.129NM,0NM,0NM,
085659,3.012NM,3.018NM,2.896NM,2.981NM,3.117NM,3.136NM,3.119NM,3.153NM,0NM,0NM,
085721,3.012NM,2.991NM,2.897NM,3.058NM,3.159NM,3.092NM,3.081NM,3.148NM,0NM,0NM,
085743,3.058NM,3.01NM,2.91NM,2.999NM,3.132NM,3.111NM,3.104NM,3.111NM,0NM,0NM,
085801,3.012NM,3.046NM,2.878NM,2.978NM,3.096NM,3.096NM,3.104NM,3.115NM,0NM,0NM,
085826,3.037NM,3.02NM,2.868NM,3.012NM,3.098NM,3.13NM,3.13NM,3.092NM,0NM,0NM,
090150,2.989NM,2.997NM,2.875NM,2.979NM,3.088NM,3.098NM,3.098NM,3.163NM,0NM,0NM,
090209,3.021NM,3NM,2.887NM,3.01NM,3.15NM,3.096NM,3.111NM,3.144NM,0NM,0NM,
090233,3.014NM,3.065NM,2.88NM,3.083NM,3.1NM,3.102NM,0NM,3.167NM,0NM,0NM,
164052,3.023NM,2.979NM,2.915NM,3.029NM,3.169NM,3.127NM,3.155NM,3.136NM,0NM,0NM,
164231,3.018NM,3.043NM,2.883NM,3.006NM,3.138NM,3.136NM,3.086NM,3.142NM,0NM,0NM,
164315,3.002NM,3.029NM,2.956NM,2.97NM,3.182NM,3.125NM,3.1NM,3.125NM,0NM,0NM,
164356,3.085NM,2.999NM,2.906NM,3.044NM,3.067NM,0NM,3.129NM,3.117NM,0NM,0NM,
164443,3.041NM,2.983NM,2.885NM,2.997NM,3.081NM,3.119NM,3.106NM,3.194NM,0NM,0NM,
