時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
083824,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
084119,3.027NM,3.004NM,2.875NM,3.037NM,3.048NM,3.148NM,3.085NM,3.161NM,0NM,0NM,
084238,2.997NM,3.035NM,2.849NM,3.021NM,3.002NM,3.182NM,3.102NM,3.127NM,0NM,0NM,
084300,3.092NM,2.995NM,2.95NM,3.031NM,3.052NM,3.205NM,3.125NM,3.123NM,0NM,0NM,
084319,3.023NM,2.983NM,2.92NM,2.999NM,3.023NM,3.113NM,3.153NM,3.14NM,0NM,0NM,
085148,3.05NM,3.008NM,2.873NM,3.004NM,3.058NM,3.136NM,3.117NM,3.119NM,0NM,0NM,
085225,2.997NM,2.993NM,2.899NM,3.037NM,3.075NM,3.09NM,3.109NM,3.134NM,0NM,0NM,
085451,3.035NM,3.029NM,2.969NM,3.065NM,3.023NM,3.123NM,3.167NM,3.102NM,0NM,0NM,
085544,3.008NM,3.014NM,2.913NM,2.981NM,3.006NM,3.109NM,3.098NM,3.102NM,0NM,0NM,
085642,2.991NM,3.035NM,2.882NM,3.027NM,2.991NM,3.117NM,3.163NM,3.134NM,0NM,0NM,
085714,3.048NM,2.995NM,2.899NM,3.043NM,2.985NM,3.069NM,3.085NM,3.1NM,0NM,0NM,
085749,3.021NM,2.987NM,0NM,2.974NM,3.043NM,3.15NM,3.046NM,3.123NM,0NM,0NM,
113703,3.058NM,3.048NM,2.941NM,2.987NM,3.067NM,3.098NM,3.136NM,3.092NM,0NM,0NM,
113715,2.978NM,3.039NM,2.887NM,3.044NM,3.01NM,3.15NM,3.167NM,3.15NM,0NM,0NM,
114456,2.999NM,3.06NM,2.889NM,2.976NM,3.039NM,3.083NM,3.144NM,3.111NM,0NM,0NM,
114516,3.016NM,3.073NM,2.939NM,3.004NM,3.031NM,3.094NM,3.081NM,3.136NM,0NM,0NM,
114536,2.999NM,3.06NM,2.894NM,3.033NM,2.983NM,3.111NM,3.13NM,3.111NM,0NM,0NM,
114556,3.014NM,3.054NM,2.875NM,3.041NM,3.014NM,3.157NM,3.163NM,3.148NM,0NM,0NM,
114614,3.018NM,3.016NM,2.923NM,2.966NM,3.021NM,3.096NM,3.079NM,3.107NM,0NM,0NM,
114644,3.056NM,3.02NM,2.944NM,3.05NM,3.062NM,3.132NM,3.14NM,3.113NM,0NM,0NM,
114704,3.06NM,3.025NM,2.901NM,3NM,3.088NM,3.132NM,3.119NM,3.117NM,0NM,0NM,
114723,2.999NM,3.008NM,2.903NM,2.987NM,3.029NM,3.065NM,3.086NM,3.134NM,0NM,0NM,
114743,3.035NM,2.993NM,2.899NM,3.008NM,3.037NM,3.159NM,3.086NM,3.148NM,0NM,0NM,
114802,3.031NM,3.046NM,2.96NM,2.951NM,3.018NM,3.065NM,3.134NM,3.109NM,0NM,0NM,
115419,3.064NM,0NM,2.955NM,3.043NM,3.06NM,3.182NM,3.159NM,3.153NM,0NM,0NM,
115437,3.037NM,3.041NM,2.901NM,2.962NM,3.002NM,3.071NM,3.092NM,3.119NM,0NM,0NM,
115551,2.96NM,3.004NM,0NM,2.983NM,2.968NM,3.113NM,3.121NM,3.079NM,0NM,0NM,
115618,3.048NM,3.014NM,2.925NM,3.041NM,3.031NM,3.109NM,3.111NM,3.157NM,0NM,0NM,
120415,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
120437,3.054NM,2.978NM,2.878NM,3.016NM,3.018NM,3.15NM,3.146NM,3.132NM,0NM,0NM,
120459,3.023NM,3.016NM,2.896NM,3.033NM,3.016NM,3.064NM,3.136NM,3.1NM,0NM,0NM,
120543,3.008NM,3NM,2.901NM,2.985NM,3.01NM,3.127NM,3.054NM,3.144NM,0NM,0NM,
120603,3NM,3.05NM,2.883NM,2.976NM,3.046NM,3.127NM,3.117NM,3.159NM,0NM,0NM,
121004,3.069NM,2.999NM,2.925NM,2.985NM,3.023NM,3.129NM,3.142NM,3.106NM,0NM,0NM,
121024,3.025NM,2.976NM,2.906NM,3.021NM,3.041NM,3.113NM,3.151NM,3.132NM,0NM,0NM,
121057,3.027NM,2.999NM,2.939NM,3.004NM,2.995NM,3.121NM,3.085NM,3.14NM,0NM,0NM,
121116,3.031NM,3.037NM,2.882NM,3.006NM,3NM,3.125NM,3.069NM,3.121NM,0NM,0NM,
121134,0.002NM,3.021NM,2.903NM,3.062NM,3.09NM,3.086NM,3.159NM,3.092NM,0NM,0NM,
121153,3.029NM,3.023NM,2.95NM,3.058NM,3.035NM,3.169NM,3.073NM,3.138NM,0NM,0NM,
121224,3.052NM,3.018NM,2.868NM,3.016NM,3.029NM,3.123NM,3.151NM,3.121NM,0NM,0NM,
121246,3.031NM,3.031NM,2.984NM,3.031NM,3.002NM,3.109NM,3.129NM,3.142NM,0NM,0NM,
121427,3.031NM,2.981NM,2.883NM,3.023NM,2.995NM,3.1NM,3.094NM,3.1NM,0NM,0NM,
121447,3.09NM,2.993NM,2.915NM,3.064NM,2.997NM,3.148NM,3.1NM,3.107NM,0NM,0NM,
121508,3.004NM,2.995NM,2.901NM,3.033NM,3.037NM,3.148NM,3.067NM,3.121NM,0NM,0NM,
121539,2.999NM,3.002NM,2.901NM,3.073NM,3.027NM,3.15NM,3.176NM,0NM,0NM,0NM,
