時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
084000,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
084331,3.094NM,3.102NM,2.944NM,3.098NM,3.094NM,3.207NM,3.178NM,3.188NM,0NM,0NM,
085614,3.064NM,3.113NM,2.97NM,3.086NM,3.119NM,0NM,3.232NM,3.224NM,0NM,0NM,
085634,3.136NM,3.111NM,2.977NM,3.067NM,3.098NM,3.213NM,3.15NM,3.172NM,0NM,0NM,
085747,3.111NM,3.086NM,2.882NM,3.077NM,3.115NM,3.146NM,3.178NM,3.155NM,0NM,0NM,
085827,3.085NM,3.062NM,2.96NM,3.109NM,3.123NM,3.197NM,3.211NM,3.165NM,0NM,0NM,
085853,3.052NM,3.071NM,2.918NM,3.077NM,3.107NM,3.148NM,3.167NM,3.201NM,0NM,0NM,
085917,3.121NM,3.096NM,2.883NM,3.06NM,3.1NM,3.178NM,3.165NM,3.188NM,0NM,0NM,
085936,3.067NM,3.081NM,2.911NM,3.06NM,3.073NM,3.174NM,3.18NM,3.19NM,0NM,0NM,
090341,3.09NM,3.069NM,2.911NM,3.109NM,3.123NM,3.178NM,3.14NM,3.182NM,0NM,0NM,
090405,3.062NM,3.123NM,2.932NM,3.062NM,3.085NM,3.172NM,3.169NM,3.159NM,0NM,0NM,
090437,3.121NM,3.073NM,2.92NM,3.079NM,3.096NM,3.148NM,3.218NM,3.174NM,0NM,0NM,
090512,3.1NM,3.077NM,2.951NM,3.107NM,3.119NM,3.129NM,3.197NM,3.159NM,0NM,0NM,
090555,3.067NM,3.046NM,2.948NM,3.104NM,3.1NM,3.216NM,3.163NM,3.199NM,0NM,0NM,
090615,3.071NM,3.071NM,2.929NM,3.075NM,3.083NM,3.197NM,3.151NM,3.115NM,0NM,0NM,
090637,3.062NM,0NM,2.95NM,3.123NM,3.054NM,3.192NM,3.276NM,3.15NM,0NM,0NM,
091633,3.129NM,3.077NM,2.911NM,3.107NM,3.111NM,3.19NM,3.195NM,3.157NM,0NM,0NM,
091706,3.129NM,3.096NM,2.981NM,3.098NM,3.067NM,3.213NM,3.211NM,3.201NM,0NM,0NM,
091736,0.002NM,3.106NM,2.916NM,3.077NM,3.073NM,3.151NM,3.157NM,3.192NM,0NM,0NM,
091817,3.096NM,3.052NM,2.922NM,3.06NM,3.113NM,3.161NM,3.186NM,3.192NM,0NM,0NM,
091837,3.058NM,3.096NM,2.87NM,3.1NM,3.079NM,3.117NM,3.153NM,3.123NM,0NM,0NM,
092447,3.096NM,3.037NM,2.901NM,3.05NM,3.073NM,3.262NM,3.226NM,3.13NM,0NM,0NM,
092521,3.067NM,3.033NM,2.981NM,3.058NM,3.094NM,3.167NM,3.264NM,3.182NM,0NM,0NM,
092600,3.054NM,3.067NM,2.908NM,3.083NM,3.081NM,3.232NM,3.148NM,3.153NM,0NM,0NM,
092631,0.002NM,3.096NM,2.948NM,3.1NM,3.077NM,3.18NM,3.182NM,3.161NM,0NM,0NM,
092837,3.083NM,3.111NM,2.939NM,3.064NM,3.109NM,3.222NM,3.201NM,3.211NM,0NM,0NM,
092926,3.096NM,3.062NM,2.916NM,3.113NM,3.056NM,3.151NM,3.194NM,3.192NM,0NM,0NM,
093039,3.035NM,3.071NM,2.979NM,3.081NM,3.09NM,3.216NM,3.222NM,3.186NM,0NM,0NM,
093058,3.094NM,3.111NM,2.958NM,3.067NM,3.125NM,3.18NM,3.218NM,3.165NM,0NM,0NM,
093123,3.056NM,3.073NM,2.922NM,3.067NM,3.044NM,3.237NM,3.18NM,3.192NM,0NM,0NM,
093202,3.092NM,3.096NM,2.892NM,3.073NM,3.069NM,3.199NM,3.201NM,3.18NM,0NM,0NM,
093226,3.115NM,3.113NM,2.958NM,0NM,3.079NM,3.203NM,3.157NM,3.19NM,0NM,0NM,
093301,3.1NM,3.054NM,2.894NM,3.073NM,3.096NM,3.239NM,3.19NM,3.184NM,0NM,0NM,
093352,3.136NM,3.06NM,2.963NM,3.06NM,3.111NM,3.216NM,3.213NM,3.153NM,0NM,0NM,
093432,3.102NM,3.067NM,2.91NM,3.081NM,3.044NM,3.247NM,3.182NM,3.174NM,0NM,0NM,
093457,3.071NM,3.065NM,2.958NM,3.067NM,3.056NM,3.232NM,3.213NM,3.182NM,0NM,0NM,
093516,3.092NM,3.05NM,2.916NM,3.113NM,3.075NM,3.226NM,3.213NM,3.176NM,0NM,0NM,
093535,3.088NM,3.054NM,2.923NM,3.1NM,3.094NM,3.159NM,3.178NM,3.176NM,0NM,0NM,
093614,3.073NM,3.056NM,2.936NM,3.058NM,3.056NM,3.224NM,3.224NM,3.19NM,0NM,0NM,
093634,3.052NM,3.094NM,2.951NM,3.027NM,3.094NM,3.255NM,3.211NM,3.247NM,0NM,0NM,
093700,3.075NM,3.106NM,2.89NM,3.062NM,3.086NM,3.192NM,3.207NM,3.18NM,0NM,0NM,
093720,3.073NM,3.107NM,2.882NM,3.031NM,3.067NM,3.155NM,3.199NM,3.174NM,0NM,0NM,
093756,3.073NM,3.06NM,2.93NM,3.09NM,3.081NM,3.13NM,3.222NM,3.19NM,0NM,0NM,
093818,3.079NM,3.09NM,2.923NM,3.129NM,3.121NM,3.132NM,3.209NM,3.176NM,0NM,0NM,
093840,3.127NM,3.054NM,2.946NM,3.119NM,3.081NM,3.205NM,3.153NM,3.18NM,0NM,0NM,
093858,3.062NM,3.048NM,2.937NM,3.069NM,3.121NM,3.22NM,3.201NM,3.195NM,0NM,0NM,
094057,3.054NM,3.073NM,2.963NM,3.062NM,3.134NM,3.153NM,3.163NM,3.132NM,0NM,0NM,
094202,3.088NM,3.125NM,2.913NM,3.071NM,3.067NM,3.216NM,3.148NM,3.172NM,0NM,0NM,
094426,3.079NM,3.05NM,2.913NM,3.075NM,3.094NM,3.224NM,3.247NM,3.178NM,0NM,0NM,
094446,3.136NM,3.113NM,2.89NM,3.081NM,3.06NM,3.245NM,3.174NM,3.194NM,0NM,0NM,
094542,3.123NM,3.09NM,2.923NM,3.086NM,3.06NM,3.197NM,3.203NM,3.218NM,0NM,0NM,
094619,3.09NM,3.044NM,2.913NM,3.067NM,3.06NM,3.184NM,3.178NM,3.213NM,0NM,0NM,
094651,3.088NM,3.104NM,2.901NM,3.033NM,3.065NM,3.178NM,3.243NM,3.161NM,0NM,0NM,
