時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
084516,3.004NM,3.016NM,2.95NM,3.02NM,2.979NM,3.109NM,3.1NM,3.1NM,0NM,0NM,
085004,3.086NM,3.048NM,2.958NM,3.054NM,3.081NM,3.247NM,3.197NM,3.125NM,0NM,0NM,
090507,3.035NM,3.027NM,2.932NM,3.041NM,2.983NM,3.085NM,3.171NM,3.123NM,0NM,0NM,
090546,3.002NM,3NM,2.948NM,3.029NM,3.05NM,3.188NM,3.151NM,3.125NM,0NM,0NM,
090635,2.997NM,3.002NM,2.904NM,3.035NM,3.021NM,3.117NM,3.104NM,3.115NM,0NM,0NM,
090657,3.054NM,3.073NM,2.897NM,3.025NM,3.046NM,3.15NM,3.083NM,3.132NM,0NM,0NM,
090718,3.073NM,3.05NM,2.899NM,3.039NM,3.069NM,3.146NM,3.109NM,3.146NM,0NM,0NM,
090738,3.008NM,3.02NM,2.936NM,2.983NM,3.029NM,3.184NM,3.125NM,3.121NM,0NM,0NM,
090800,3.098NM,3NM,2.941NM,2.964NM,2.985NM,3.163NM,3.088NM,3.119NM,0NM,0NM,
090838,3.073NM,3.004NM,2.953NM,3.031NM,3.039NM,3.161NM,3.079NM,3.104NM,0NM,0NM,
091141,3.023NM,2.979NM,2.955NM,2.999NM,3.064NM,3.069NM,3.14NM,3.136NM,0NM,0NM,
091241,3.014NM,3.039NM,2.946NM,2.989NM,3.092NM,3.113NM,3.065NM,3.153NM,0NM,0NM,
091302,2.995NM,2.991NM,2.934NM,3.056NM,3.031NM,3.201NM,3.123NM,3.129NM,0NM,0NM,
091343,3.018NM,3.023NM,2.936NM,3.004NM,2.999NM,3.136NM,3.077NM,3.161NM,0NM,0NM,
091546,3.064NM,3.02NM,2.904NM,2.96NM,3.018NM,3.115NM,3.165NM,3.117NM,0NM,0NM,
093112,3.075NM,3.081NM,2.937NM,2.968NM,3.048NM,3.216NM,3.18NM,3.138NM,0NM,0NM,
093220,3.048NM,2.997NM,2.948NM,3.043NM,2.987NM,3.088NM,3.069NM,3.111NM,0NM,0NM,
093257,3.054NM,3.041NM,2.984NM,3.021NM,2.989NM,3.155NM,3.167NM,3.104NM,0NM,0NM,
093430,3.046NM,3.023NM,2.875NM,3.025NM,3.046NM,3.111NM,3.169NM,3.121NM,0NM,0NM,
093455,2.976NM,3.014NM,2.889NM,3.043NM,2.985NM,3.098NM,3.148NM,3.117NM,0NM,0NM,
093518,3NM,3.05NM,2.908NM,3.014NM,3.058NM,3.106NM,3.142NM,3.1NM,0NM,0NM,
093556,3.021NM,3.035NM,2.878NM,2.985NM,3.002NM,3.092NM,3.215NM,3.13NM,0NM,0NM,
093617,3.012NM,3.008NM,2.878NM,2.972NM,3.06NM,3.159NM,3.079NM,3.134NM,0NM,0NM,
