時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
090708,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
091033,0NM,3.304NM,3.339NM,3.356NM,3.348NM,3.385NM,0NM,0NM,0NM,0NM,
091236,0NM,3.28NM,0NM,3.274NM,3.348NM,3.327NM,3.35NM,3.314NM,0NM,0NM,
091249,3.341NM,3.36NM,3.366NM,3.331NM,3.316NM,3.312NM,3.314NM,3.373NM,0NM,0NM,
091329,3.35NM,3.335NM,3.293NM,3.358NM,3.366NM,3.356NM,3.346NM,3.301NM,0NM,0NM,
142032,3.36NM,3.306NM,3.371NM,3.325NM,3.31NM,3.304NM,3.362NM,3.337NM,0NM,0NM,
142109,3.387NM,3.287NM,3.329NM,3.354NM,3.41NM,3.366NM,3.398NM,3.312NM,0NM,0NM,
142146,3.314NM,3.304NM,3.306NM,3.289NM,3.322NM,3.322NM,3.364NM,3.323NM,0NM,0NM,
142223,3.323NM,3.335NM,3.346NM,3.364NM,3.369NM,3.35NM,3.39NM,3.306NM,0NM,0NM,
142301,3.299NM,3.325NM,3.327NM,3.312NM,3.375NM,3.312NM,3.341NM,3.32NM,0NM,0NM,
142333,3.287NM,3.366NM,0NM,3.316NM,3.379NM,3.406NM,3.341NM,3.299NM,0NM,0NM,
142423,3.346NM,3.306NM,3.333NM,3.385NM,3.31NM,3.383NM,3.287NM,3.362NM,0NM,0NM,
142503,3.371NM,3.323NM,0NM,3.32NM,3.362NM,3.339NM,3.352NM,3.352NM,0NM,0NM,
142551,3.373NM,3.302NM,3.369NM,3.35NM,3.304NM,3.335NM,3.398NM,3.346NM,0NM,0NM,
142624,3.352NM,3.352NM,3.316NM,3.327NM,3.312NM,3.415NM,3.285NM,3.304NM,0NM,0NM,
145032,3.322NM,3.299NM,3.352NM,3.295NM,3.287NM,3.408NM,3.341NM,3.364NM,0NM,0NM,
145107,3.335NM,3.337NM,0NM,3.314NM,3.383NM,3.362NM,3.325NM,3.339NM,0NM,0NM,
145234,3.352NM,3.281NM,3.354NM,3.36NM,3.335NM,3.427NM,3.348NM,3.331NM,0NM,0NM,
145303,3.297NM,3.268NM,3.331NM,3.312NM,3.304NM,3.28NM,3.346NM,3.289NM,0NM,0NM,
145345,3.314NM,3.333NM,3.345NM,3.381NM,3.369NM,3.383NM,3.388NM,3.299NM,0NM,0NM,
145413,3.281NM,3.301NM,3.322NM,3.362NM,3.28NM,3.26NM,3.297NM,3.295NM,0NM,0NM,
145459,3.335NM,3.318NM,3.367NM,3.316NM,3.297NM,3.371NM,3.381NM,3.39NM,0NM,0NM,
145536,3.316NM,3.308NM,3.333NM,3.373NM,3.339NM,3.36NM,3.325NM,3.312NM,0NM,0NM,
145626,3.366NM,3.371NM,3.381NM,3.327NM,3.331NM,3.39NM,3.394NM,3.356NM,0NM,0NM,
145702,3.364NM,3.306NM,0NM,3.329NM,3.354NM,3.323NM,3.323NM,3.383NM,0NM,0NM,
154613,3.348NM,3.335NM,3.314NM,3.329NM,3.343NM,3.41NM,3.32NM,3.362NM,0NM,0NM,
154646,3.297NM,3.348NM,0NM,3.329NM,3.385NM,3.371NM,3.31NM,3.335NM,0NM,0NM,
154731,3.343NM,3.356NM,3.373NM,3.327NM,3.36NM,3.402NM,3.331NM,3.299NM,0NM,0NM,
154807,3.278NM,3.322NM,3.335NM,3.306NM,3.308NM,3.31NM,3.385NM,3.325NM,0NM,0NM,
155103,3.291NM,3.35NM,3.316NM,3.308NM,3.325NM,3.333NM,3.333NM,3.304NM,0NM,0NM,
155139,3.322NM,3.295NM,3.339NM,3.327NM,3.335NM,3.366NM,3.425NM,3.331NM,0NM,0NM,
155223,3.276NM,3.32NM,3.352NM,3.381NM,3.394NM,3.325NM,3.408NM,3.318NM,0NM,0NM,
155258,3.339NM,3.352NM,0NM,3.348NM,3.301NM,3.312NM,3.27NM,3.335NM,0NM,0NM,
160509,3.335NM,3.297NM,0NM,3.335NM,3.354NM,3.339NM,3.308NM,3.293NM,0NM,0NM,
