時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
084034,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
084527,3.096NM,0NM,2.969NM,3.102NM,3.02NM,3.136NM,3.203NM,3.081NM,3.113NM,3.178NM,
084706,3.136NM,3.119NM,2.922NM,3.081NM,3.094NM,3.18NM,3.195NM,3.094NM,0NM,3.159NM,
084943,3.107NM,3.125NM,3.045NM,3.144NM,3.075NM,0NM,3.211NM,0NM,3.079NM,3.151NM,
085044,3.06NM,3.094NM,2.963NM,3.117NM,3.148NM,3.226NM,3.205NM,3.117NM,3.1NM,3.192NM,
085120,3.094NM,3.14NM,3.028NM,3.117NM,3.081NM,3.216NM,3.136NM,3.067NM,3.207NM,3.205NM,
085152,0NM,0NM,2.965NM,3.079NM,3.094NM,0NM,3.171NM,3.107NM,3.088NM,3.186NM,
085248,3.083NM,3.127NM,2.974NM,3.054NM,3.088NM,3.22NM,0NM,3.086NM,3.123NM,3.222NM,
085423,3.1NM,3.119NM,2.976NM,3.071NM,3.09NM,3.157NM,3.199NM,3.048NM,3.121NM,3.213NM,
085447,3.096NM,3.151NM,2.958NM,3.098NM,3.088NM,3.243NM,3.182NM,3.117NM,3.115NM,3.209NM,
085513,3.096NM,3.123NM,2.956NM,3.136NM,3.094NM,3.241NM,3.23NM,3.123NM,3.148NM,3.195NM,
085541,3.117NM,3.107NM,2.998NM,3.104NM,3.077NM,3.251NM,3.216NM,3.1NM,3.127NM,0NM,
165027,3.127NM,3.127NM,3NM,3.098NM,3.113NM,3.226NM,3.163NM,3.092NM,3.157NM,3.199NM,
165518,3.064NM,3.121NM,2.95NM,3.083NM,3.083NM,3.172NM,3.197NM,3.085NM,3.146NM,3.224NM,
171155,3.094NM,3.125NM,2.943NM,3.1NM,3.094NM,3.113NM,3.182NM,3.1NM,3.195NM,3.194NM,
171223,3.153NM,3.142NM,2.984NM,3.129NM,3.144NM,3.174NM,3.213NM,3.13NM,3.169NM,3.18NM,
171244,3.1NM,3.121NM,2.981NM,3.136NM,3.107NM,3.224NM,3.222NM,3.086NM,3.123NM,3.216NM,
172000,3.13NM,3.15NM,2.974NM,3.096NM,3.075NM,3.195NM,3.178NM,3.102NM,0NM,3.28NM,
172015,3.136NM,3.184NM,2.95NM,3.151NM,3.109NM,3.257NM,3.157NM,3.113NM,3.171NM,3.186NM,
172100,3.096NM,0NM,3.056NM,3.071NM,0NM,3.262NM,3.195NM,3.121NM,3.136NM,0NM,
172247,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
172300,3.039NM,3.079NM,2.979NM,3.102NM,3.109NM,3.167NM,0NM,3.071NM,3.086NM,3.163NM,
172324,3.132NM,3.163NM,3.05NM,3.09NM,3.067NM,3.174NM,3.211NM,3.079NM,3.218NM,3.22NM,
172351,3.109NM,3.127NM,3.05NM,3.088NM,3.107NM,3.188NM,3.165NM,3.111NM,3.096NM,3.218NM,
172412,3.119NM,3.171NM,3.009NM,3.115NM,3.081NM,3.245NM,3.18NM,3.15NM,3.153NM,3.165NM,
172439,0NM,3.13NM,2.974NM,3.123NM,3.077NM,3.237NM,3.172NM,3.107NM,3.127NM,3.27NM,
172510,3.119NM,3.146NM,3.028NM,3.109NM,3.088NM,3.201NM,3.228NM,3.106NM,3.171NM,0NM,
