時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
084249,3.064NM,3.043NM,2.963NM,3.088NM,3.186NM,3.132NM,3.144NM,3.127NM,0NM,0NM,
084324,3.02NM,2.991NM,2.96NM,3.054NM,3.19NM,3.203NM,3.134NM,3.167NM,0NM,0NM,
084559,3.092NM,3.01NM,2.953NM,3.008NM,3.113NM,3.134NM,3.155NM,3.159NM,0NM,0NM,
084618,3.029NM,3.065NM,2.892NM,2.987NM,3.138NM,3.138NM,3.159NM,3.096NM,0NM,0NM,
084637,3.062NM,2.999NM,2.937NM,3.041NM,3.109NM,3.176NM,3.125NM,3.121NM,0NM,0NM,
084710,3.077NM,0NM,2.892NM,3.048NM,3.153NM,3.146NM,3.15NM,3.127NM,0NM,0NM,
084835,3.021NM,3.002NM,2.943NM,3.01NM,3.171NM,3.169NM,3.153NM,3.146NM,0NM,0NM,
084903,3.046NM,3.083NM,2.883NM,2.972NM,3.119NM,3.153NM,3.079NM,3.127NM,0NM,0NM,
084923,3.02NM,3.008NM,2.887NM,2.999NM,3.107NM,3.192NM,3.102NM,3.119NM,0NM,0NM,
084953,3.021NM,2.989NM,2.878NM,2.999NM,3.151NM,3.146NM,3.088NM,3.094NM,0NM,0NM,
085256,3.081NM,3.048NM,2.913NM,3.041NM,3.148NM,3.119NM,3.192NM,3.092NM,0NM,0NM,
085338,0.002NM,3.043NM,2.923NM,2.985NM,3.159NM,3.109NM,3.086NM,3.195NM,0NM,0NM,
085359,3.06NM,2.989NM,2.937NM,3.054NM,3.144NM,3.136NM,3.117NM,3.153NM,0NM,0NM,
085417,3.025NM,2.987NM,2.962NM,3.06NM,3.125NM,3.096NM,3.161NM,3.159NM,0NM,0NM,
085436,3.077NM,3.05NM,2.927NM,3.041NM,3.132NM,3.161NM,3.086NM,3.13NM,0NM,0NM,
085456,3.044NM,3.027NM,2.856NM,3.067NM,3.129NM,3.157NM,3.182NM,3.14NM,0NM,0NM,
085515,3.014NM,3.033NM,2.922NM,3.027NM,3.155NM,3.098NM,3.121NM,3.121NM,0NM,0NM,
085535,3.056NM,2.993NM,2.937NM,3NM,3.102NM,3.117NM,3.138NM,3.18NM,0NM,0NM,
