時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
083546,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
084121,3.016NM,2.991NM,2.863NM,2.972NM,3.146NM,3.134NM,3.071NM,3.121NM,0NM,0NM,
084204,2.995NM,3.039NM,2.93NM,2.978NM,3.123NM,3.086NM,3.136NM,3.079NM,0NM,0NM,
084223,3.033NM,2.979NM,2.904NM,3.01NM,3.14NM,3.09NM,3.085NM,3.102NM,0NM,0NM,
084326,2.985NM,3.044NM,2.918NM,2.995NM,3.069NM,3.102NM,3.127NM,3.1NM,0NM,0NM,
084417,3.012NM,3.054NM,2.958NM,3.064NM,3.113NM,3.15NM,3.107NM,3.142NM,0NM,0NM,
084452,3.054NM,3.029NM,2.901NM,3.056NM,3.083NM,3.088NM,3.142NM,3.146NM,0NM,0NM,
084635,3.041NM,2.985NM,2.878NM,2.987NM,3.067NM,3.117NM,3.079NM,3.134NM,0NM,0NM,
084713,3.014NM,3.02NM,2.861NM,2.987NM,3.15NM,3.125NM,3.199NM,0NM,0NM,0NM,
084749,3.058NM,3.052NM,0NM,3.01NM,3.129NM,3.127NM,3.09NM,3.153NM,0NM,0NM,
085438,3.035NM,3.02NM,2.866NM,3.023NM,3.14NM,3.111NM,3.106NM,3.167NM,0NM,0NM,
085507,3.018NM,2.978NM,2.875NM,3.027NM,3.151NM,3.115NM,3.111NM,3.134NM,0NM,0NM,
085543,3.092NM,3.052NM,2.955NM,3.018NM,3.077NM,3.069NM,3.161NM,3.129NM,0NM,0NM,
085612,3.044NM,2.993NM,2.873NM,2.991NM,3.174NM,3.138NM,3.134NM,3.079NM,0NM,0NM,
085643,3.025NM,3.041NM,2.969NM,3.023NM,3.115NM,3.121NM,3.079NM,3.117NM,0NM,0NM,
085719,3.05NM,2.999NM,2.932NM,3NM,3.086NM,3.157NM,3.083NM,3.096NM,0NM,0NM,
085840,3.067NM,3.031NM,2.871NM,3.05NM,3.104NM,3.172NM,3.172NM,3.104NM,0NM,0NM,
