時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
095708,3.352NM,3.31NM,3.327NM,3.343NM,3.323NM,3.318NM,3.266NM,3.289NM,0NM,0NM,
095935,3.314NM,3.343NM,3.257NM,3.287NM,3.366NM,3.341NM,3.341NM,3.291NM,0NM,0NM,
100022,3.308NM,3.283NM,3.35NM,3.283NM,3.283NM,3.396NM,3.295NM,3.333NM,0NM,0NM,
100058,3.354NM,3.322NM,3.346NM,3.32NM,3.314NM,3.35NM,3.348NM,3.352NM,0NM,0NM,
133216,3.308NM,3.316NM,3.373NM,3.285NM,3.318NM,3.373NM,3.32NM,3.28NM,0NM,0NM,
133259,3.335NM,3.291NM,3.314NM,3.299NM,3.278NM,3.335NM,3.345NM,3.299NM,0NM,0NM,
140201,3.341NM,3.323NM,3.358NM,3.354NM,3.335NM,3.345NM,3.345NM,3.299NM,0NM,0NM,
140242,3.291NM,0NM,3.304NM,3.35NM,3.323NM,3.293NM,3.331NM,3.285NM,0NM,0NM,
140508,3.35NM,3.329NM,3.345NM,3.364NM,3.301NM,3.337NM,3.312NM,3.346NM,0NM,0NM,
140549,3.299NM,3.345NM,3.354NM,3.325NM,3.325NM,3.346NM,3.36NM,3.314NM,0NM,0NM,
141057,3.369NM,3.341NM,3.379NM,3.304NM,3.339NM,3.373NM,3.322NM,3.312NM,0NM,0NM,
141319,3.276NM,3.323NM,3.312NM,3.323NM,3.381NM,3.39NM,3.354NM,3.289NM,0NM,0NM,
141359,3.301NM,3.301NM,3.329NM,3.281NM,3.36NM,3.295NM,3.329NM,3.27NM,0NM,0NM,
141721,3.276NM,3.293NM,3.318NM,3.36NM,3.325NM,3.371NM,3.322NM,3.312NM,0NM,0NM,
141803,3.339NM,0NM,3.304NM,3.331NM,3.283NM,3.337NM,3.318NM,3.335NM,0NM,0NM,
142040,3.383NM,3.31NM,3.356NM,3.306NM,3.327NM,3.291NM,3.331NM,3.358NM,0NM,0NM,
142231,3.337NM,3.364NM,3.325NM,3.299NM,3.327NM,3.285NM,3.329NM,3.335NM,0NM,0NM,
142524,3.329NM,3.308NM,3.335NM,3.301NM,3.343NM,3.346NM,3.339NM,3.345NM,0NM,0NM,
142601,3.337NM,0NM,3.325NM,3.331NM,3.352NM,3.299NM,3.329NM,3.304NM,0NM,0NM,
143001,3.327NM,3.337NM,3.379NM,3.325NM,3.331NM,3.327NM,3.337NM,3.299NM,0NM,0NM,
143038,3.343NM,3.316NM,3.367NM,3.31NM,3.404NM,3.295NM,3.314NM,3.304NM,0NM,0NM,
143124,3.32NM,3.316NM,3.377NM,3.375NM,3.352NM,3.364NM,3.308NM,3.323NM,0NM,0NM,
143201,3.337NM,3.316NM,3.308NM,3.304NM,3.329NM,3.333NM,3.354NM,3.337NM,0NM,0NM,
144213,3.343NM,3.366NM,3.32NM,3.387NM,3.331NM,3.364NM,3.356NM,3.329NM,0NM,0NM,
144334,3.316NM,3.322NM,3.31NM,3.31NM,3.327NM,3.343NM,3.402NM,3.297NM,0NM,0NM,
144530,3.297NM,3.341NM,3.31NM,3.373NM,3.337NM,3.31NM,3.283NM,3.4NM,0NM,0NM,
144607,3.323NM,3.306NM,3.283NM,3.316NM,3.31NM,3.323NM,3.343NM,3.308NM,0NM,0NM,
144651,3.367NM,3.316NM,3.343NM,3.337NM,3.358NM,3.327NM,3.322NM,3.352NM,0NM,0NM,
144808,3.312NM,3.302NM,3.335NM,3.283NM,3.367NM,3.329NM,3.327NM,3.318NM,0NM,0NM,
144856,3.31NM,3.341NM,3.379NM,3.337NM,3.304NM,3.364NM,3.339NM,3.331NM,0NM,0NM,
144940,3.316NM,3.35NM,3.337NM,3.327NM,3.345NM,3.348NM,3.345NM,3.325NM,0NM,0NM,
145030,3.318NM,3.345NM,3.327NM,3.362NM,3.392NM,3.345NM,3.341NM,3.325NM,0NM,0NM,
145107,3.356NM,3.341NM,3.369NM,3.322NM,3.293NM,3.302NM,3.306NM,3.346NM,0NM,0NM,
145149,3.329NM,3.354NM,3.345NM,3.318NM,3.325NM,3.335NM,3.325NM,3.341NM,0NM,0NM,
145231,3.31NM,3.352NM,3.289NM,3.341NM,3.369NM,3.308NM,3.301NM,3.358NM,0NM,0NM,
152126,0NM,3.31NM,3.364NM,3.335NM,3.354NM,3.343NM,3.343NM,3.352NM,0NM,0NM,
155022,3.346NM,3.392NM,3.329NM,3.341NM,3.356NM,3.341NM,3.32NM,3.335NM,0NM,0NM,
155108,3.306NM,3.354NM,3.385NM,3.301NM,3.323NM,3.331NM,3.312NM,3.36NM,0NM,0NM,
155143,3.314NM,3.316NM,3.302NM,3.302NM,3.346NM,3.329NM,3.327NM,3.388NM,0NM,0NM,
155750,3.335NM,3.329NM,3.304NM,3.306NM,3.348NM,3.331NM,3.343NM,3.32NM,0NM,0NM,
155803,3.301NM,3.293NM,3.345NM,3.278NM,3.302NM,3.32NM,3.354NM,3.375NM,0NM,0NM,
155857,3.306NM,3.346NM,3.339NM,3.339NM,3.322NM,3.371NM,3.352NM,3.352NM,0NM,0NM,
155950,3.297NM,3.367NM,3.341NM,3.343NM,3.329NM,3.283NM,3.287NM,3.301NM,0NM,0NM,
160041,0.001NM,3.375NM,3.297NM,3.322NM,3.323NM,3.337NM,3.299NM,3.331NM,0NM,0NM,
160118,3.356NM,3.329NM,3.302NM,3.335NM,3.371NM,3.339NM,3.327NM,3.335NM,0NM,0NM,
160154,3.345NM,3.327NM,3.356NM,3.278NM,3.356NM,3.285NM,3.345NM,3.287NM,0NM,0NM,
160231,3.316NM,3.278NM,3.379NM,3.348NM,3.366NM,3.4NM,3.377NM,3.306NM,0NM,0NM,
160307,3.371NM,3.325NM,3.339NM,3.358NM,3.323NM,3.327NM,3.369NM,3.316NM,0NM,0NM,
