時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
075333,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
083700,2.924NM,2.934NM,2.935NM,2.97NM,0NM,0NM,0NM,0NM,0NM,0NM,
083918,0NM,2.913NM,2.966NM,2.935NM,2.951NM,2.968NM,2.884NM,2.922NM,0NM,0NM,
084146,2.974NM,2.974NM,2.953NM,2.949NM,2.932NM,2.962NM,2.922NM,2.932NM,0NM,0NM,
084311,2.928NM,2.935NM,2.958NM,2.978NM,2.953NM,2.937NM,2.983NM,2.932NM,0NM,0NM,
084848,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
085031,2.943NM,2.935NM,2.997NM,2.966NM,2.909NM,2.918NM,2.974NM,2.953NM,0NM,0NM,
085140,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
085252,2.924NM,2.962NM,2.993NM,2.934NM,2.974NM,2.905NM,2.93NM,2.947NM,0NM,0NM,
085428,2.976NM,2.922NM,2.928NM,2.932NM,2.968NM,2.966NM,2.935NM,2.913NM,0NM,0NM,
085902,2.962NM,2.922NM,2.968NM,2.903NM,2.947NM,2.932NM,2.932NM,2.966NM,0NM,0NM,
091739,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
092109,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
095747,2.958NM,2.937NM,0NM,2.979NM,2.943NM,2.953NM,2.924NM,2.926NM,0NM,0NM,
100637,2.949NM,2.958NM,2.926NM,2.981NM,2.972NM,2.979NM,2.909NM,2.895NM,0NM,0NM,
101104,2.941NM,2.916NM,2.924NM,2.93NM,2.943NM,2.899NM,2.956NM,2.945NM,0NM,0NM,
103950,2.943NM,2.934NM,2.934NM,2.924NM,2.934NM,2.997NM,2.928NM,2.913NM,0NM,0NM,
113509,3.337NM,3.331NM,3.346NM,3.318NM,3.322NM,3.375NM,3.312NM,3.331NM,0NM,0NM,
131519,3.35NM,3.301NM,3.295NM,3.297NM,3.377NM,3.346NM,3.323NM,3.306NM,0NM,0NM,
131911,3.335NM,3.366NM,3.379NM,3.312NM,3.316NM,3.388NM,3.331NM,3.343NM,0NM,0NM,
132446,3.364NM,3.356NM,3.339NM,3.308NM,3.337NM,3.358NM,3.327NM,3.36NM,0NM,0NM,
132542,3.331NM,3.306NM,3.348NM,3.339NM,3.346NM,3.325NM,3.343NM,3.322NM,0NM,0NM,
145854,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
150025,2.926NM,2.935NM,2.928NM,2.955NM,2.934NM,2.974NM,2.909NM,2.97NM,0NM,0NM,
151818,3.339NM,3.348NM,3.383NM,3.352NM,3.32NM,3.333NM,3.385NM,3.346NM,0NM,0NM,
152349,2.89NM,2.926NM,2.981NM,2.924NM,2.978NM,2.972NM,2.937NM,2.907NM,0NM,0NM,
153621,2.951NM,2.956NM,2.96NM,2.979NM,2.945NM,2.966NM,3.006NM,2.909NM,0NM,0NM,
153859,3.335NM,3.308NM,3.36NM,3.343NM,3.369NM,3.377NM,3.346NM,3.352NM,0NM,0NM,
155447,3.339NM,3.329NM,3.369NM,3.32NM,3.381NM,3.367NM,3.337NM,3.367NM,0NM,0NM,
161159,3.383NM,3.369NM,3.415NM,3.341NM,3.383NM,3.348NM,3.35NM,3.306NM,0NM,0NM,
161616,3.369NM,3.337NM,3.392NM,3.346NM,0NM,3.322NM,3.341NM,3.333NM,0NM,0NM,
