時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
083509,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
083750,3.073NM,3.1NM,0NM,3.083NM,3.127NM,3.205NM,3.169NM,3.241NM,0NM,0NM,
084034,3.079NM,3.071NM,2.956NM,3.058NM,3.113NM,3.176NM,3.195NM,3.132NM,0NM,0NM,
084139,3.058NM,3.106NM,2.944NM,3.06NM,3.1NM,3.153NM,3.174NM,3.174NM,0NM,0NM,
084214,3.073NM,3.104NM,2.911NM,3.104NM,3.115NM,3.182NM,3.146NM,3.209NM,0NM,0NM,
084247,3.073NM,3.134NM,2.897NM,3.086NM,3.161NM,3.174NM,3.218NM,3.157NM,0NM,0NM,
084317,3.06NM,3.048NM,2.963NM,3.104NM,3.083NM,3.199NM,3.224NM,3.199NM,0NM,0NM,
084634,3.058NM,3.065NM,2.876NM,3.134NM,3.113NM,3.203NM,3.184NM,3.197NM,0NM,0NM,
084705,3.062NM,3.079NM,2.892NM,3.069NM,3.098NM,3.245NM,3.19NM,3.192NM,0NM,0NM,
084729,3.083NM,3.079NM,2.944NM,3.104NM,3.052NM,3.172NM,3.19NM,3.163NM,0NM,0NM,
084855,3.104NM,3.058NM,2.943NM,3.029NM,3.081NM,3.201NM,3.209NM,3.22NM,0NM,0NM,
084914,3.134NM,3.104NM,2.956NM,3.098NM,3.086NM,3.232NM,3.163NM,3.194NM,0NM,0NM,
084942,3.069NM,3.071NM,2.951NM,3.077NM,3.062NM,3.205NM,3.215NM,3.188NM,0NM,0NM,
085000,3.062NM,3.065NM,2.96NM,3.123NM,3.081NM,3.161NM,3.172NM,3.184NM,0NM,0NM,
085030,3.1NM,3.048NM,2.87NM,3.115NM,3.008NM,3.142NM,3.23NM,3.184NM,0NM,0NM,
085103,3.136NM,3.064NM,2.941NM,3.062NM,3.109NM,3.232NM,3.167NM,3.195NM,0NM,0NM,
085131,3.079NM,3.107NM,2.943NM,3.09NM,3.065NM,3.163NM,3.249NM,3.186NM,0NM,0NM,
085259,3.115NM,3.058NM,2.976NM,3.092NM,3.083NM,3.237NM,3.186NM,3.186NM,0NM,0NM,
085332,3.058NM,3.067NM,0NM,3.016NM,3.064NM,3.216NM,3.169NM,3.194NM,0NM,0NM,
085732,3.079NM,3.092NM,2.956NM,3.083NM,3.094NM,3.255NM,3.241NM,3.171NM,0NM,0NM,
085756,3.121NM,3.081NM,2.89NM,3.06NM,3.094NM,3.209NM,3.192NM,3.174NM,0NM,0NM,
085817,3.153NM,3.041NM,2.892NM,3.081NM,3.046NM,3.174NM,3.192NM,3.182NM,0NM,0NM,
085835,3.067NM,3.065NM,2.925NM,3.088NM,3.09NM,3.194NM,3.247NM,3.155NM,0NM,0NM,
090443,3.079NM,3.033NM,2.885NM,3.094NM,3.064NM,3.127NM,3.192NM,3.172NM,0NM,0NM,
090508,3.092NM,3.13NM,2.923NM,3.056NM,3.121NM,3.272NM,3.274NM,3.13NM,0NM,0NM,
090538,3.064NM,3.023NM,2.89NM,3.067NM,3.117NM,3.134NM,3.169NM,3.115NM,0NM,0NM,
090602,3.117NM,3.073NM,2.901NM,3.109NM,3.094NM,3.186NM,3.15NM,3.207NM,0NM,0NM,
090636,3.119NM,3.115NM,2.934NM,3.134NM,3.098NM,3.174NM,3.165NM,3.178NM,0NM,0NM,
090714,3.113NM,3.098NM,2.922NM,3.075NM,3.096NM,3.19NM,3.247NM,3.161NM,0NM,0NM,
090741,3.077NM,3.075NM,2.922NM,3.037NM,3.075NM,3.201NM,3.211NM,3.226NM,0NM,0NM,
090807,3.081NM,3.06NM,2.913NM,3.083NM,3.107NM,3.161NM,3.171NM,3.228NM,0NM,0NM,
090859,3.075NM,3.073NM,2.951NM,3.092NM,3.071NM,3.184NM,3.241NM,3.195NM,0NM,0NM,
091407,3.081NM,3.06NM,2.937NM,3.086NM,3.075NM,3.188NM,3.226NM,3.18NM,0NM,0NM,
091430,3.096NM,3.094NM,2.979NM,3.09NM,3.083NM,3.215NM,3.207NM,3.172NM,0NM,0NM,
091452,3.043NM,3.075NM,2.93NM,3.115NM,3.062NM,3.205NM,3.182NM,3.15NM,0NM,0NM,
091521,3.094NM,3.033NM,2.932NM,3.065NM,3.077NM,3.127NM,3.153NM,3.188NM,0NM,0NM,
091600,3.1NM,3.043NM,2.903NM,3.02NM,3.06NM,3.153NM,3.146NM,3.13NM,0NM,0NM,
091624,3.092NM,3.071NM,2.923NM,3.058NM,3.107NM,3.264NM,3.237NM,3.176NM,0NM,0NM,
091736,3.104NM,3.098NM,2.956NM,3.092NM,3.069NM,3.19NM,3.176NM,3.178NM,0NM,0NM,
091802,3.085NM,3.077NM,2.962NM,3.081NM,3.081NM,3.178NM,3.23NM,3.249NM,0NM,0NM,
091836,3.111NM,3.109NM,2.936NM,3.085NM,3.073NM,3.186NM,3.243NM,3.178NM,0NM,0NM,
091855,3.123NM,3.09NM,2.913NM,3.067NM,3.039NM,3.205NM,3.234NM,3.182NM,0NM,0NM,
091923,3.056NM,3.085NM,0NM,3.104NM,3.077NM,3.195NM,3.167NM,3.172NM,0NM,0NM,
163255,3.06NM,3.106NM,2.93NM,3.029NM,3.085NM,3.19NM,3.195NM,3.186NM,0NM,0NM,
163319,3.073NM,3.067NM,2.929NM,3.098NM,3.077NM,3.134NM,3.186NM,3.195NM,0NM,0NM,
163356,3.121NM,3.081NM,2.923NM,3.046NM,3.096NM,3.255NM,3.203NM,3.144NM,0NM,0NM,
163517,3.096NM,3.048NM,2.951NM,3.079NM,3.117NM,3.176NM,3.192NM,3.247NM,0NM,0NM,
163536,3.041NM,3.05NM,0NM,3.06NM,3.117NM,3.218NM,3.172NM,3.211NM,0NM,0NM,
164822,3.067NM,3.088NM,2.875NM,3.067NM,3.107NM,3.272NM,3.243NM,3.182NM,0NM,0NM,
165221,3.079NM,3.115NM,2.939NM,3.083NM,3.119NM,3.176NM,3.182NM,3.207NM,0NM,0NM,
165243,3.077NM,3.098NM,2.889NM,3.065NM,3.102NM,3.201NM,3.224NM,3.15NM,0NM,0NM,
165317,3.079NM,3.058NM,2.899NM,3.096NM,3.077NM,3.195NM,3.194NM,3.197NM,0NM,0NM,
165334,3.09NM,3.075NM,3.024NM,3.14NM,3.104NM,3.172NM,3.199NM,3.167NM,0NM,0NM,
165406,3.079NM,3.132NM,2.93NM,3.088NM,3.079NM,3.192NM,3.14NM,3.182NM,0NM,0NM,
165424,3.065NM,3.044NM,2.899NM,3.071NM,3.125NM,3.129NM,3.182NM,3.161NM,0NM,0NM,
165503,3.123NM,3.09NM,2.977NM,3.043NM,3.102NM,3.151NM,3.144NM,3.186NM,0NM,0NM,
171742,3.077NM,3.125NM,2.908NM,3.098NM,3.06NM,3.14NM,3.186NM,3.207NM,0NM,0NM,
171838,3.107NM,3.134NM,2.962NM,3.077NM,3.048NM,3.182NM,3.155NM,3.144NM,0NM,0NM,
171858,0.002NM,3.033NM,2.91NM,3.052NM,3.046NM,3.224NM,3.169NM,3.144NM,0NM,0NM,
171918,3.081NM,3.071NM,2.915NM,3.075NM,3.176NM,3.201NM,3.205NM,3.207NM,0NM,0NM,
171939,3.098NM,3.041NM,2.896NM,3.13NM,3.058NM,3.18NM,3.138NM,3.19NM,0NM,0NM,
171956,3.109NM,3.1NM,2.979NM,3.104NM,3.067NM,3.201NM,3.253NM,3.163NM,0NM,0NM,
172025,3.098NM,3.029NM,2.922NM,3.058NM,3.062NM,3.194NM,3.129NM,3.216NM,0NM,0NM,
172054,3.109NM,3.079NM,0NM,3.102NM,3.107NM,3.161NM,3.205NM,3.18NM,0NM,0NM,
175152,3.086NM,
175157,3.086NM,3.064NM,2.953NM,3.075NM,3.085NM,3.232NM,3.14NM,3.159NM,0NM,0NM,
175216,3.102NM,3.104NM,2.941NM,3.065NM,3.09NM,3.205NM,3.209NM,3.194NM,0NM,0NM,
175255,0NM,3.129NM,2.916NM,3.077NM,3.035NM,3.232NM,3.169NM,3.182NM,0NM,0NM,
