時間,軸1,軸2,軸3,軸4,軸5,軸6,軸7,軸8,軸9,軸10
084111,3.071NM,3.079NM,2.996NM,3.077NM,3.102NM,3.23NM,3.148NM,3.178NM,0NM,0NM,
084147,3.098NM,3.043NM,2.934NM,3.098NM,3.086NM,3.195NM,3.195NM,3.205NM,0NM,0NM,
084339,3.083NM,3.062NM,2.916NM,3.09NM,3.06NM,3.255NM,3.194NM,3.201NM,0NM,0NM,
084419,3.121NM,3.031NM,2.963NM,3.104NM,3.094NM,3.176NM,3.23NM,3.138NM,0NM,0NM,
084630,3.064NM,3.073NM,2.943NM,3.111NM,3.075NM,3.188NM,3.207NM,3.155NM,0NM,0NM,
085039,3.067NM,3.13NM,2.918NM,3.085NM,3.041NM,3.119NM,3.146NM,3.153NM,0NM,0NM,
085103,3.06NM,3.052NM,2.897NM,3.092NM,3.086NM,3.258NM,3.163NM,3.161NM,0NM,0NM,
085122,3.086NM,3.033NM,2.927NM,3.079NM,3.088NM,3.232NM,3.188NM,3.18NM,0NM,0NM,
085142,3.094NM,3.088NM,0NM,3.086NM,3.083NM,3.216NM,3.153NM,3.171NM,0NM,0NM,
090156,3.071NM,3.09NM,2.967NM,3.052NM,3.075NM,3.159NM,3.22NM,3.188NM,0NM,0NM,
090550,3.021NM,3.1NM,2.897NM,0NM,3.031NM,3.138NM,3.251NM,3.192NM,0NM,0NM,
090630,3.075NM,3.069NM,2.892NM,3.1NM,3.079NM,3.169NM,3.201NM,3.239NM,0NM,0NM,
090754,3.083NM,3.033NM,2.977NM,3.098NM,3.05NM,3.15NM,3.201NM,3.163NM,0NM,0NM,
090829,3.106NM,3.06NM,2.894NM,3.094NM,3.1NM,3.155NM,3.15NM,3.176NM,0NM,0NM,
091204,3.062NM,3.05NM,2.882NM,3.075NM,3.088NM,3.243NM,3.178NM,3.194NM,0NM,0NM,
091233,3.092NM,3.067NM,2.95NM,3.088NM,3.079NM,3.171NM,3.222NM,3.197NM,0NM,0NM,
091253,3.098NM,3.1NM,2.96NM,3.085NM,3.056NM,3.23NM,3.213NM,3.201NM,0NM,0NM,
091311,3.113NM,3.075NM,2.943NM,3.102NM,3.05NM,3.243NM,3.201NM,3.22NM,0NM,0NM,
091331,3.094NM,3.077NM,2.923NM,3.079NM,3.065NM,3.169NM,3.211NM,3.169NM,0NM,0NM,
091436,3.104NM,3.041NM,2.932NM,3.056NM,3.044NM,3.174NM,3.18NM,3.134NM,0NM,0NM,
093954,3.073NM,3.086NM,2.882NM,3.086NM,3.033NM,3.125NM,3.215NM,3.151NM,0NM,0NM,
094021,3.106NM,3.046NM,0NM,3.09NM,3.075NM,3.182NM,3.226NM,3.174NM,0NM,0NM,
094412,3.071NM,3.083NM,2.91NM,3.025NM,3.115NM,3.19NM,3.153NM,3.18NM,0NM,0NM,
094937,3.079NM,3.065NM,2.967NM,3.071NM,3.127NM,3.199NM,3.186NM,3.165NM,0NM,0NM,
095001,3.06NM,3.085NM,2.972NM,3.041NM,3.083NM,3.167NM,3.207NM,3.15NM,0NM,0NM,
101235,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,0NM,
101243,3.098NM,3.039NM,2.899NM,3.115NM,3.129NM,3.192NM,3.186NM,3.169NM,0NM,0NM,
101327,3.092NM,3.062NM,2.948NM,3.081NM,3.085NM,3.232NM,3.18NM,3.203NM,0NM,0NM,
101405,3.065NM,3.085NM,2.92NM,3.027NM,3.067NM,3.237NM,3.23NM,3.151NM,0NM,0NM,
101425,3.046NM,3.1NM,3NM,3.077NM,3.088NM,3.14NM,3.199NM,3.157NM,0NM,0NM,
101446,3.085NM,3.075NM,2.915NM,3.106NM,3.117NM,3.142NM,3.222NM,3.182NM,0NM,0NM,
101504,3.085NM,3.067NM,2.943NM,3.119NM,3.085NM,3.243NM,3.123NM,3.18NM,0NM,0NM,
101538,3.109NM,3.1NM,2.864NM,3.081NM,3.109NM,3.165NM,3.19NM,3.213NM,0NM,0NM,
101602,3.117NM,3.085NM,2.953NM,3.123NM,3.065NM,3.184NM,3.213NM,3.174NM,0NM,0NM,
101621,3.111NM,3.081NM,2.953NM,3.06NM,3.044NM,3.253NM,3.215NM,3.153NM,0NM,0NM,
101641,3.165NM,3.054NM,2.875NM,3.117NM,3.148NM,3.172NM,3.163NM,3.184NM,0NM,0NM,
101659,3.081NM,3.06NM,2.953NM,3.085NM,3.064NM,3.226NM,3.194NM,3.172NM,0NM,0NM,
101720,3.067NM,3.043NM,2.946NM,3.081NM,3.1NM,3.178NM,3.129NM,3.184NM,0NM,0NM,
101740,3.062NM,3.06NM,2.868NM,3.136NM,3.092NM,3.201NM,3.161NM,3.132NM,0NM,0NM,
101757,3.086NM,3.107NM,2.965NM,3.073NM,3.102NM,3.245NM,3.155NM,3.186NM,0NM,0NM,
101819,3.064NM,3.107NM,2.944NM,3.077NM,3.098NM,3.163NM,3.226NM,3.209NM,0NM,0NM,
101841,3.102NM,3.106NM,2.876NM,3.048NM,3.065NM,3.155NM,3.144NM,3.195NM,0NM,0NM,
