XXXXX,,
1,T,450
2,T,450
3,T,450
4,T,450
5,T,450
1,B,1
1,T,310
1,A,22
2,B,1
2,T,310
2,A,22
3,B,1
3,T,310
3,A,22
4,B,1
4,T,310
4,A,22
5,B,1
5,T,310
5,A,22
